lotSize,rooms,floors,baths,price,saleResult,commission
3603.0,6.0,3.0,3.0,217079.0,Sold,13024.74
3635.0,4.0,3.0,2.0,211330.0,Unsold,0.0
2287.0,2.0,2.0,1.0,219375.0,Sold,13162.5
3601.0,5.0,3.0,1.0,249904.0,Unsold,0.0
1093.0,2.0,2.0,3.0,216644.0,Unsold,0.0
3033.0,1.0,1.0,3.0,294592.0,Unsold,0.0
2180.0,4.0,1.0,3.0,226333.0,Unsold,0.0
2019.0,2.0,2.0,1.0,225498.0,Unsold,0.0
1537.0,2.0,1.0,3.0,246710.0,Sold,14802.6
3988.0,6.0,3.0,1.0,260543.0,Sold,15632.58
4389.0,4.0,2.0,1.0,248454.0,Unsold,0.0
2797.0,3.0,1.0,3.0,218829.0,Sold,13129.74
2224.0,6.0,2.0,3.0,188154.0,Sold,11289.24
4814.0,2.0,2.0,3.0,222226.0,Sold,13333.56
1974.0,4.0,3.0,2.0,203441.0,Sold,12206.46
3230.0,6.0,2.0,3.0,187897.0,Unsold,0.0
2529.0,2.0,1.0,3.0,239431.0,Sold,14365.86
1120.0,4.0,2.0,2.0,198917.0,Sold,11935.02
3927.0,4.0,3.0,1.0,231176.0,Sold,13870.56
2174.0,3.0,2.0,3.0,182990.0,Sold,10979.4
3386.0,5.0,1.0,3.0,190697.0,Sold,11441.82
1402.0,6.0,1.0,2.0,215980.0,Sold,12958.8
4906.0,5.0,1.0,3.0,206322.0,Sold,12379.32
4837.0,6.0,2.0,2.0,216141.0,Sold,12968.46
1856.0,5.0,1.0,3.0,209637.0,Sold,12578.22
3628.0,6.0,1.0,1.0,236678.0,Sold,14200.68
4308.0,6.0,1.0,3.0,190128.0,Sold,11407.68
4964.0,6.0,2.0,2.0,206756.0,Sold,12405.36
3594.0,2.0,2.0,3.0,192499.0,Sold,11549.94
3704.0,6.0,1.0,1.0,230548.0,Sold,13832.88
3591.0,5.0,2.0,1.0,217749.0,Sold,13064.94
4435.0,4.0,2.0,2.0,189513.0,Unsold,0.0
3756.0,3.0,1.0,1.0,265354.0,Sold,15921.24
3883.0,4.0,3.0,1.0,249104.0,Unsold,0.0
3021.0,3.0,2.0,1.0,225517.0,Unsold,0.0
2056.0,5.0,1.0,1.0,233209.0,Unsold,0.0
3498.0,1.0,1.0,3.0,283946.0,Unsold,0.0
3592.0,3.0,2.0,2.0,221447.0,Sold,13286.82
4043.0,5.0,2.0,3.0,179966.0,Sold,10797.96
2031.0,6.0,3.0,3.0,224794.0,Sold,13487.64
4767.0,3.0,1.0,3.0,233044.0,Unsold,0.0
2399.0,1.0,1.0,3.0,275307.0,Sold,16518.42
2213.0,6.0,2.0,1.0,236714.0,Unsold,0.0
2068.0,1.0,1.0,1.0,280834.0,Unsold,0.0
4129.0,3.0,1.0,1.0,286228.0,Unsold,0.0
2893.0,2.0,2.0,1.0,236104.0,Sold,14166.24
2298.0,5.0,3.0,1.0,242407.0,Unsold,0.0
1482.0,1.0,1.0,1.0,288359.0,Sold,17301.54
4277.0,4.0,3.0,2.0,233763.0,Sold,14025.78
2849.0,4.0,3.0,1.0,223716.0,Sold,13422.96
2345.0,6.0,3.0,2.0,248481.0,Sold,14908.86
4792.0,4.0,3.0,2.0,231398.0,Unsold,0.0
1473.0,6.0,1.0,1.0,223370.0,Sold,13402.2
1435.0,5.0,2.0,1.0,230830.0,Sold,13849.8
2934.0,4.0,3.0,2.0,215523.0,Sold,12931.38
2581.0,5.0,3.0,3.0,218219.0,Sold,13093.14
4931.0,6.0,3.0,1.0,257678.0,Sold,15460.68
4442.0,5.0,3.0,1.0,255931.0,Unsold,0.0
4532.0,4.0,2.0,2.0,190582.0,Sold,11434.92
3901.0,5.0,3.0,1.0,237990.0,Sold,14279.4
2358.0,4.0,3.0,3.0,202262.0,Sold,12135.72
1893.0,4.0,3.0,3.0,222203.0,Unsold,0.0
3118.0,1.0,1.0,1.0,282442.0,Unsold,0.0
2639.0,6.0,1.0,1.0,225041.0,Sold,13502.46
4366.0,5.0,1.0,3.0,194638.0,Sold,11678.28
4330.0,4.0,3.0,2.0,226444.0,Sold,13586.64
1232.0,5.0,3.0,2.0,225612.0,Sold,13536.72
2991.0,6.0,2.0,2.0,189223.0,Unsold,0.0
1733.0,4.0,2.0,3.0,168513.0,Sold,10110.78
2917.0,6.0,2.0,2.0,188590.0,Sold,11315.4
3142.0,5.0,3.0,2.0,221457.0,Sold,13287.42
1182.0,4.0,1.0,3.0,245066.0,Unsold,0.0
3250.0,1.0,1.0,2.0,247621.0,Unsold,0.0
2037.0,1.0,1.0,3.0,286527.0,Unsold,0.0
1018.0,3.0,3.0,2.0,222441.0,Sold,13346.46
3599.0,5.0,2.0,2.0,195499.0,Sold,11729.94
3644.0,3.0,2.0,1.0,236680.0,Sold,14200.8
4522.0,3.0,3.0,3.0,225297.0,Unsold,0.0
3697.0,2.0,1.0,3.0,229239.0,Unsold,0.0
1214.0,4.0,1.0,2.0,219795.0,Sold,13187.7
1727.0,5.0,2.0,1.0,231541.0,Sold,13892.46
2822.0,5.0,1.0,3.0,189348.0,Sold,11360.88
3387.0,3.0,3.0,3.0,221850.0,Sold,13311.0
3413.0,2.0,2.0,3.0,199270.0,Sold,11956.2
2676.0,5.0,2.0,3.0,183826.0,Sold,11029.56
2216.0,3.0,2.0,3.0,187784.0,Sold,11267.04
1335.0,3.0,3.0,1.0,249659.0,Unsold,0.0
1882.0,3.0,1.0,1.0,240401.0,Unsold,0.0
1569.0,3.0,1.0,1.0,248162.0,Sold,14889.72
2403.0,6.0,3.0,2.0,260478.0,Unsold,0.0
4273.0,2.0,1.0,2.0,229732.0,Unsold,0.0
1435.0,1.0,1.0,2.0,253928.0,Unsold,0.0
1792.0,3.0,1.0,2.0,221077.0,Sold,13264.62
4952.0,6.0,1.0,2.0,224315.0,Sold,13458.9
3082.0,4.0,3.0,1.0,240538.0,Unsold,0.0
2870.0,2.0,2.0,1.0,226663.0,Sold,13599.78
4238.0,5.0,3.0,1.0,256989.0,Unsold,0.0
2156.0,4.0,2.0,1.0,226175.0,Sold,13570.5
3999.0,6.0,1.0,3.0,195694.0,Sold,11741.64
1056.0,4.0,2.0,2.0,193605.0,Sold,11616.3
3071.0,2.0,1.0,3.0,231947.0,Sold,13916.82
1396.0,4.0,2.0,1.0,222691.0,Unsold,0.0
3451.0,3.0,1.0,3.0,239915.0,Unsold,0.0
3449.0,2.0,2.0,2.0,217613.0,Sold,13056.78
4409.0,5.0,1.0,2.0,236235.0,Sold,14174.1
3939.0,6.0,1.0,2.0,214058.0,Sold,12843.48
3458.0,4.0,3.0,1.0,227880.0,Sold,13672.8
1608.0,4.0,2.0,3.0,177757.0,Sold,10665.42
4158.0,2.0,2.0,1.0,235741.0,Sold,14144.46
2296.0,4.0,2.0,1.0,230993.0,Sold,13859.58
3001.0,6.0,2.0,1.0,222664.0,Unsold,0.0
3870.0,5.0,1.0,2.0,224874.0,Sold,13492.44
4268.0,5.0,1.0,1.0,270825.0,Sold,16249.5
4825.0,6.0,3.0,3.0,232085.0,Unsold,0.0
1120.0,1.0,1.0,1.0,278502.0,Sold,16710.12
4371.0,4.0,3.0,1.0,257609.0,Sold,15456.54
1371.0,4.0,2.0,3.0,179868.0,Sold,10792.08
2937.0,4.0,1.0,2.0,225562.0,Sold,13533.72
2801.0,4.0,1.0,3.0,224180.0,Sold,13450.8
3000.0,5.0,2.0,3.0,176970.0,Sold,10618.2
4911.0,4.0,3.0,2.0,230487.0,Unsold,0.0
1922.0,3.0,1.0,2.0,228069.0,Sold,13684.14
1604.0,3.0,3.0,3.0,191884.0,Unsold,0.0
4660.0,3.0,1.0,2.0,261699.0,Unsold,0.0
1564.0,6.0,1.0,2.0,224658.0,Sold,13479.48
2181.0,5.0,1.0,1.0,236097.0,Sold,14165.82
4000.0,4.0,3.0,3.0,223169.0,Unsold,0.0
3405.0,4.0,1.0,2.0,225978.0,Sold,13558.68
3614.0,4.0,3.0,3.0,224290.0,Sold,13457.4
4306.0,3.0,2.0,1.0,237321.0,Sold,14239.26
4096.0,5.0,1.0,3.0,200163.0,Sold,12009.78
3569.0,5.0,3.0,2.0,224790.0,Sold,13487.4
2224.0,6.0,3.0,3.0,218335.0,Sold,13100.1
1728.0,5.0,3.0,1.0,249179.0,Sold,14950.74
1265.0,6.0,2.0,2.0,212447.0,Sold,12746.82
4070.0,3.0,3.0,2.0,238399.0,Sold,14303.94
1896.0,4.0,2.0,3.0,176556.0,Unsold,0.0
4839.0,1.0,1.0,2.0,284129.0,Unsold,0.0
3254.0,4.0,2.0,1.0,231285.0,Sold,13877.1
4415.0,5.0,3.0,3.0,218403.0,Sold,13104.18
3749.0,6.0,2.0,2.0,210562.0,Unsold,0.0
1125.0,1.0,1.0,3.0,303043.0,Sold,18182.58
3549.0,3.0,3.0,3.0,218169.0,Sold,13090.14
4567.0,4.0,3.0,1.0,252787.0,Sold,15167.22
4018.0,4.0,3.0,3.0,216390.0,Sold,12983.4
1640.0,6.0,2.0,2.0,204395.0,Sold,12263.7
1302.0,6.0,1.0,3.0,213110.0,Sold,12786.6
3292.0,4.0,3.0,1.0,225118.0,Sold,13507.08
2547.0,3.0,3.0,1.0,262330.0,Sold,15739.8
3788.0,3.0,2.0,3.0,187059.0,Unsold,0.0
2696.0,1.0,1.0,1.0,279452.0,Sold,16767.12
3652.0,3.0,3.0,3.0,222370.0,Sold,13342.2
3011.0,6.0,3.0,3.0,216448.0,Sold,12986.88
1463.0,6.0,3.0,1.0,254125.0,Sold,15247.5
4654.0,6.0,3.0,3.0,240330.0,Sold,14419.8
3444.0,5.0,3.0,3.0,215871.0,Sold,12952.26
2537.0,6.0,3.0,1.0,259869.0,Sold,15592.14
4056.0,3.0,3.0,2.0,231343.0,Unsold,0.0
2942.0,2.0,1.0,1.0,258174.0,Unsold,0.0
3108.0,3.0,1.0,1.0,272794.0,Unsold,0.0
3525.0,3.0,1.0,3.0,244972.0,Unsold,0.0
3967.0,2.0,2.0,1.0,250164.0,Unsold,0.0
2420.0,4.0,1.0,3.0,217652.0,Sold,13059.12
2668.0,5.0,1.0,3.0,196628.0,Unsold,0.0
2413.0,4.0,1.0,2.0,211098.0,Sold,12665.88
2237.0,5.0,2.0,2.0,189385.0,Sold,11363.1
4129.0,4.0,2.0,3.0,174836.0,Sold,10490.16
2062.0,6.0,2.0,3.0,202296.0,Sold,12137.76
2595.0,4.0,1.0,2.0,217472.0,Sold,13048.32
3911.0,5.0,2.0,3.0,174647.0,Sold,10478.82
2085.0,6.0,2.0,1.0,251307.0,Sold,15078.42
2016.0,5.0,2.0,3.0,171727.0,Sold,10303.62
3712.0,5.0,1.0,1.0,249016.0,Sold,14940.96
1153.0,6.0,3.0,3.0,220393.0,Sold,13223.58
4253.0,6.0,2.0,3.0,205318.0,Sold,12319.08
1063.0,4.0,2.0,1.0,223778.0,Sold,13426.68
4506.0,3.0,3.0,3.0,232125.0,Sold,13927.5
2826.0,4.0,3.0,2.0,204830.0,Sold,12289.8
2369.0,4.0,3.0,2.0,204782.0,Unsold,0.0
3677.0,3.0,1.0,3.0,231590.0,Unsold,0.0
4743.0,3.0,2.0,1.0,228686.0,Sold,13721.16
2025.0,3.0,2.0,3.0,183545.0,Sold,11012.7
2113.0,5.0,3.0,3.0,223929.0,Unsold,0.0
3771.0,4.0,1.0,3.0,217542.0,Sold,13052.52
3026.0,5.0,3.0,3.0,221378.0,Unsold,0.0
3216.0,5.0,1.0,2.0,209427.0,Sold,12565.62
3091.0,6.0,1.0,1.0,224893.0,Sold,13493.58
1795.0,3.0,2.0,3.0,183923.0,Sold,11035.38
1731.0,3.0,3.0,2.0,208540.0,Sold,12512.4
1139.0,5.0,3.0,2.0,213206.0,Unsold,0.0
2109.0,1.0,1.0,3.0,296415.0,Unsold,0.0
1402.0,5.0,2.0,2.0,193974.0,Sold,11638.44
4417.0,3.0,3.0,1.0,258352.0,Unsold,0.0
2962.0,4.0,1.0,3.0,211370.0,Sold,12682.2
2236.0,6.0,3.0,2.0,253068.0,Unsold,0.0
1647.0,2.0,1.0,1.0,261309.0,Sold,15678.54
1133.0,5.0,2.0,1.0,213998.0,Sold,12839.88
2429.0,3.0,3.0,2.0,229553.0,Unsold,0.0
3939.0,2.0,2.0,2.0,241250.0,Unsold,0.0
4582.0,2.0,2.0,1.0,273038.0,Unsold,0.0
2203.0,2.0,2.0,3.0,210544.0,Sold,12632.64
4027.0,4.0,2.0,2.0,198586.0,Sold,11915.16
2224.0,4.0,1.0,3.0,214407.0,Sold,12864.42
2716.0,4.0,2.0,3.0,166915.0,Sold,10014.9
2679.0,4.0,2.0,2.0,183569.0,Sold,11014.14
4556.0,6.0,2.0,3.0,200558.0,Sold,12033.48
4522.0,2.0,2.0,2.0,222891.0,Sold,13373.46
1917.0,4.0,3.0,3.0,219434.0,Sold,13166.04
3855.0,5.0,1.0,3.0,200213.0,Sold,12012.78
2626.0,5.0,2.0,3.0,179708.0,Unsold,0.0
3741.0,3.0,1.0,1.0,272977.0,Unsold,0.0
4307.0,5.0,1.0,2.0,220656.0,Unsold,0.0
3216.0,1.0,1.0,1.0,275790.0,Unsold,0.0
1316.0,3.0,3.0,3.0,198888.0,Sold,11933.28
2800.0,3.0,2.0,2.0,203764.0,Sold,12225.84
3732.0,6.0,2.0,2.0,193771.0,Sold,11626.26
2880.0,5.0,3.0,2.0,205221.0,Unsold,0.0
4900.0,1.0,1.0,3.0,263739.0,Unsold,0.0
1225.0,4.0,2.0,1.0,254539.0,Unsold,0.0
3873.0,1.0,1.0,2.0,249254.0,Sold,14955.24
2092.0,4.0,3.0,3.0,204603.0,Unsold,0.0
2039.0,1.0,1.0,3.0,276555.0,Unsold,0.0
2150.0,2.0,2.0,3.0,201348.0,Sold,12080.88
1829.0,6.0,2.0,2.0,206688.0,Sold,12401.28
4711.0,4.0,3.0,2.0,219310.0,Unsold,0.0
2074.0,3.0,1.0,3.0,238643.0,Sold,14318.58
1312.0,5.0,3.0,2.0,221985.0,Sold,13319.1
1742.0,5.0,3.0,2.0,217931.0,Unsold,0.0
1277.0,4.0,1.0,2.0,231184.0,Sold,13871.04
3579.0,6.0,2.0,1.0,236038.0,Sold,14162.28
3782.0,5.0,3.0,1.0,268259.0,Unsold,0.0
1854.0,4.0,2.0,1.0,246953.0,Sold,14817.18
2751.0,3.0,3.0,3.0,210457.0,Sold,12627.42
4109.0,5.0,3.0,1.0,241984.0,Unsold,0.0
2994.0,4.0,2.0,1.0,229699.0,Sold,13781.94
3594.0,5.0,1.0,3.0,181327.0,Unsold,0.0
3906.0,1.0,1.0,1.0,274009.0,Sold,16440.54
4093.0,6.0,3.0,2.0,248614.0,Sold,14916.84
3370.0,4.0,3.0,1.0,237610.0,Unsold,0.0
2326.0,4.0,2.0,1.0,258664.0,Unsold,0.0
4879.0,3.0,1.0,1.0,267441.0,Sold,16046.46
3778.0,4.0,3.0,2.0,227283.0,Unsold,0.0
2338.0,6.0,1.0,1.0,222263.0,Sold,13335.78
2180.0,3.0,3.0,1.0,269085.0,Sold,16145.1
4580.0,6.0,2.0,2.0,205828.0,Sold,12349.68
2035.0,5.0,3.0,1.0,254886.0,Unsold,0.0
4857.0,3.0,1.0,3.0,255198.0,Sold,15311.88
1356.0,6.0,2.0,2.0,209240.0,Unsold,0.0
1697.0,2.0,1.0,2.0,221648.0,Sold,13298.88
1062.0,6.0,2.0,3.0,208461.0,Unsold,0.0
2908.0,3.0,2.0,1.0,214108.0,Sold,12846.48
2763.0,3.0,1.0,3.0,244833.0,Unsold,0.0
3618.0,2.0,1.0,3.0,238088.0,Unsold,0.0
4631.0,3.0,1.0,1.0,261899.0,Unsold,0.0
4818.0,2.0,1.0,1.0,291204.0,Sold,17472.239999999998
3303.0,5.0,3.0,3.0,220660.0,Sold,13239.6
3297.0,6.0,3.0,2.0,252177.0,Unsold,0.0
1127.0,3.0,1.0,1.0,260892.0,Sold,15653.52
2543.0,3.0,3.0,2.0,226185.0,Sold,13571.1
2470.0,5.0,3.0,3.0,212358.0,Sold,12741.48
4843.0,6.0,3.0,1.0,274828.0,Unsold,0.0
4535.0,2.0,2.0,3.0,202189.0,Unsold,0.0
2125.0,2.0,2.0,1.0,260355.0,Unsold,0.0
4826.0,4.0,1.0,3.0,235162.0,Unsold,0.0
2549.0,1.0,1.0,1.0,250198.0,Unsold,0.0
1298.0,3.0,1.0,2.0,230964.0,Unsold,0.0
1880.0,2.0,2.0,1.0,261934.0,Unsold,0.0
3597.0,2.0,1.0,2.0,219176.0,Sold,13150.56
3894.0,4.0,1.0,2.0,229535.0,Unsold,0.0
2996.0,2.0,2.0,1.0,261313.0,Unsold,0.0
1077.0,5.0,1.0,2.0,228376.0,Unsold,0.0
4384.0,6.0,2.0,1.0,264706.0,Sold,15882.36
4737.0,6.0,3.0,3.0,243639.0,Unsold,0.0
3143.0,1.0,1.0,2.0,247218.0,Unsold,0.0
3654.0,3.0,2.0,2.0,200280.0,Sold,12016.8
4594.0,6.0,2.0,3.0,205894.0,Unsold,0.0
3584.0,1.0,1.0,1.0,270500.0,Sold,16230.0
2086.0,3.0,3.0,2.0,210991.0,Sold,12659.46
1727.0,4.0,3.0,3.0,223373.0,Sold,13402.38
4193.0,6.0,3.0,3.0,230134.0,Sold,13808.04
2644.0,4.0,3.0,1.0,241133.0,Sold,14467.98
2476.0,5.0,2.0,1.0,225221.0,Sold,13513.26
1944.0,3.0,3.0,3.0,215975.0,Sold,12958.5
1545.0,2.0,2.0,3.0,210424.0,Unsold,0.0
3069.0,2.0,2.0,2.0,234438.0,Unsold,0.0
3188.0,2.0,1.0,2.0,222918.0,Unsold,0.0
4845.0,4.0,1.0,2.0,229850.0,Sold,13791.0
3586.0,5.0,3.0,2.0,211107.0,Sold,12666.42
3435.0,3.0,1.0,2.0,212823.0,Sold,12769.38
4470.0,6.0,3.0,2.0,238337.0,Sold,14300.22
2424.0,3.0,3.0,1.0,262300.0,Unsold,0.0
2335.0,5.0,1.0,2.0,225302.0,Sold,13518.12
1396.0,5.0,2.0,1.0,219034.0,Unsold,0.0
4487.0,2.0,2.0,1.0,285107.0,Sold,17106.42
3707.0,6.0,3.0,3.0,229494.0,Sold,13769.64
3528.0,4.0,3.0,3.0,230153.0,Sold,13809.18
4998.0,5.0,2.0,3.0,200983.0,Sold,12058.98
3108.0,6.0,2.0,3.0,189115.0,Sold,11346.9
1140.0,6.0,2.0,3.0,192740.0,Unsold,0.0
2377.0,2.0,1.0,2.0,228126.0,Sold,13687.56
4658.0,2.0,1.0,1.0,291974.0,Sold,17518.44
1759.0,6.0,3.0,2.0,247465.0,Sold,14847.9
4605.0,6.0,1.0,3.0,200270.0,Sold,12016.2
1086.0,6.0,2.0,1.0,246958.0,Sold,14817.48
4324.0,5.0,3.0,2.0,216086.0,Unsold,0.0
2103.0,2.0,2.0,2.0,221795.0,Sold,13307.7
1872.0,3.0,3.0,1.0,273000.0,Unsold,0.0
4034.0,2.0,1.0,2.0,239008.0,Unsold,0.0
4294.0,3.0,2.0,2.0,205309.0,Sold,12318.54
3525.0,5.0,3.0,1.0,236296.0,Sold,14177.76
3031.0,3.0,3.0,3.0,226376.0,Sold,13582.56
3109.0,6.0,3.0,3.0,219279.0,Sold,13156.74
1104.0,5.0,3.0,1.0,246287.0,Sold,14777.22
1490.0,6.0,2.0,2.0,194384.0,Sold,11663.04
4068.0,6.0,3.0,1.0,259526.0,Unsold,0.0
3517.0,2.0,2.0,2.0,241044.0,Unsold,0.0
1275.0,2.0,2.0,3.0,208087.0,Sold,12485.22
4684.0,6.0,1.0,2.0,230327.0,Sold,13819.62
2627.0,6.0,1.0,2.0,233922.0,Sold,14035.32
2082.0,4.0,2.0,3.0,175018.0,Sold,10501.08
2576.0,3.0,3.0,2.0,238121.0,Sold,14287.26
2176.0,4.0,2.0,2.0,195931.0,Sold,11755.86
1631.0,4.0,3.0,2.0,203160.0,Sold,12189.6
2108.0,5.0,3.0,1.0,255255.0,Sold,15315.3
2044.0,4.0,2.0,2.0,180560.0,Sold,10833.6
1185.0,5.0,3.0,2.0,216097.0,Sold,12965.82
1529.0,3.0,3.0,2.0,212903.0,Sold,12774.18
1043.0,5.0,3.0,1.0,252799.0,Sold,15167.94
1088.0,6.0,1.0,2.0,240660.0,Unsold,0.0
1401.0,6.0,2.0,2.0,199344.0,Sold,11960.64
4042.0,4.0,2.0,2.0,194063.0,Sold,11643.78
1231.0,3.0,3.0,3.0,191296.0,Sold,11477.76
2883.0,5.0,3.0,1.0,258948.0,Unsold,0.0
2522.0,2.0,2.0,2.0,232527.0,Unsold,0.0
2774.0,4.0,1.0,1.0,246822.0,Unsold,0.0
1663.0,1.0,1.0,2.0,267601.0,Sold,16056.06
2769.0,5.0,2.0,1.0,217565.0,Sold,13053.9
1365.0,3.0,3.0,3.0,200059.0,Sold,12003.54
1905.0,4.0,2.0,1.0,239665.0,Sold,14379.9
3463.0,6.0,1.0,2.0,215626.0,Unsold,0.0
4718.0,3.0,1.0,2.0,261322.0,Unsold,0.0
2544.0,2.0,1.0,1.0,251439.0,Sold,15086.34
2948.0,6.0,1.0,3.0,204775.0,Unsold,0.0
4251.0,2.0,1.0,2.0,235039.0,Unsold,0.0
3012.0,1.0,1.0,3.0,258974.0,Unsold,0.0
2526.0,2.0,1.0,2.0,216249.0,Sold,12974.94
1136.0,5.0,3.0,2.0,212418.0,Sold,12745.08
4260.0,4.0,3.0,1.0,248754.0,Sold,14925.24
3394.0,5.0,2.0,3.0,172021.0,Sold,10321.26
2208.0,2.0,2.0,3.0,206206.0,Unsold,0.0
2595.0,3.0,2.0,1.0,209974.0,Unsold,0.0
4414.0,3.0,1.0,3.0,246290.0,Sold,14777.4
1473.0,6.0,3.0,3.0,224854.0,Unsold,0.0
2895.0,1.0,1.0,3.0,270573.0,Unsold,0.0
4822.0,3.0,1.0,1.0,294086.0,Unsold,0.0
4280.0,4.0,2.0,1.0,247141.0,Sold,14828.46
4661.0,4.0,3.0,3.0,227509.0,Sold,13650.54
2264.0,6.0,2.0,1.0,255992.0,Sold,15359.52
3732.0,6.0,1.0,3.0,201683.0,Sold,12100.98
1333.0,5.0,1.0,3.0,203968.0,Sold,12238.08
3340.0,4.0,2.0,2.0,188145.0,Sold,11288.7
3463.0,3.0,2.0,3.0,188926.0,Sold,11335.56
1494.0,6.0,3.0,3.0,218835.0,Sold,13130.1
4276.0,4.0,1.0,2.0,229673.0,Sold,13780.38
4475.0,6.0,3.0,3.0,222333.0,Sold,13339.98
3776.0,2.0,2.0,3.0,201802.0,Unsold,0.0
2254.0,1.0,1.0,3.0,296965.0,Unsold,0.0
3678.0,1.0,1.0,1.0,262949.0,Unsold,0.0
4336.0,1.0,1.0,2.0,284928.0,Sold,17095.68
2065.0,6.0,2.0,1.0,227491.0,Unsold,0.0
2574.0,3.0,2.0,2.0,205133.0,Unsold,0.0
4065.0,3.0,1.0,1.0,260541.0,Sold,15632.46
3110.0,3.0,3.0,2.0,224741.0,Unsold,0.0
1622.0,2.0,1.0,1.0,246275.0,Sold,14776.5
1847.0,6.0,2.0,2.0,193521.0,Sold,11611.26
1699.0,5.0,2.0,1.0,229028.0,Sold,13741.68
4751.0,6.0,3.0,2.0,251743.0,Unsold,0.0
1497.0,2.0,1.0,3.0,246298.0,Unsold,0.0
3592.0,1.0,1.0,2.0,273725.0,Sold,16423.5
2459.0,4.0,3.0,2.0,221305.0,Sold,13278.3
3035.0,4.0,3.0,1.0,239661.0,Sold,14379.66
1328.0,4.0,3.0,3.0,203058.0,Sold,12183.48
2759.0,3.0,3.0,2.0,222953.0,Unsold,0.0
4968.0,1.0,1.0,1.0,278448.0,Unsold,0.0
2256.0,1.0,1.0,1.0,257324.0,Unsold,0.0
1496.0,1.0,1.0,3.0,284904.0,Unsold,0.0
4498.0,2.0,1.0,2.0,244507.0,Sold,14670.42
1406.0,5.0,3.0,1.0,267330.0,Unsold,0.0
1417.0,1.0,1.0,2.0,272890.0,Sold,16373.4
2658.0,4.0,3.0,2.0,214631.0,Unsold,0.0
4798.0,2.0,2.0,2.0,244481.0,Unsold,0.0
3849.0,3.0,2.0,1.0,229826.0,Unsold,0.0
4232.0,2.0,2.0,1.0,269821.0,Unsold,0.0
3753.0,5.0,1.0,2.0,235999.0,Sold,14159.94
1087.0,5.0,1.0,3.0,208397.0,Unsold,0.0
2751.0,1.0,1.0,1.0,253655.0,Unsold,0.0
4534.0,1.0,1.0,3.0,266149.0,Unsold,0.0
1627.0,2.0,2.0,1.0,257209.0,Sold,15432.54
4944.0,5.0,3.0,3.0,219777.0,Sold,13186.62
1169.0,4.0,1.0,3.0,245278.0,Sold,14716.68
4353.0,5.0,3.0,1.0,245814.0,Sold,14748.84
1692.0,5.0,2.0,2.0,196487.0,Sold,11789.22
4367.0,2.0,2.0,1.0,255325.0,Sold,15319.5
1324.0,3.0,3.0,3.0,195088.0,Sold,11705.28
4167.0,6.0,1.0,2.0,219854.0,Unsold,0.0
1920.0,1.0,1.0,1.0,253953.0,Unsold,0.0
2520.0,3.0,2.0,3.0,171312.0,Sold,10278.72
2079.0,6.0,1.0,2.0,222938.0,Unsold,0.0
3778.0,3.0,1.0,2.0,241888.0,Sold,14513.28
1153.0,4.0,3.0,3.0,200252.0,Sold,12015.12
3952.0,6.0,2.0,2.0,212809.0,Sold,12768.54
4989.0,6.0,2.0,3.0,200448.0,Sold,12026.88
2620.0,5.0,3.0,3.0,211426.0,Sold,12685.56
3437.0,5.0,2.0,2.0,206163.0,Sold,12369.78
1497.0,6.0,1.0,1.0,230652.0,Sold,13839.12
1735.0,3.0,2.0,2.0,209787.0,Sold,12587.22
1694.0,6.0,1.0,3.0,209213.0,Unsold,0.0
1613.0,2.0,1.0,2.0,226888.0,Sold,13613.28
1384.0,5.0,2.0,3.0,186618.0,Sold,11197.08
2215.0,6.0,3.0,1.0,253739.0,Unsold,0.0
4562.0,5.0,1.0,1.0,285673.0,Sold,17140.38
3382.0,5.0,2.0,3.0,172304.0,Unsold,0.0
2757.0,3.0,1.0,1.0,267228.0,Unsold,0.0
2675.0,5.0,1.0,1.0,237312.0,Unsold,0.0
2433.0,1.0,1.0,2.0,277019.0,Unsold,0.0
1880.0,4.0,1.0,2.0,217852.0,Unsold,0.0
2030.0,2.0,1.0,1.0,274054.0,Unsold,0.0
2332.0,5.0,1.0,1.0,260019.0,Sold,15601.14
1233.0,5.0,2.0,1.0,229298.0,Sold,13757.88
2924.0,5.0,1.0,2.0,229299.0,Sold,13757.94
1139.0,6.0,1.0,3.0,228893.0,Unsold,0.0
1626.0,4.0,1.0,2.0,218120.0,Sold,13087.2
2259.0,5.0,3.0,3.0,205681.0,Unsold,0.0
3731.0,3.0,1.0,1.0,274953.0,Unsold,0.0
2860.0,2.0,1.0,2.0,229356.0,Sold,13761.36
1261.0,6.0,2.0,3.0,193708.0,Sold,11622.48
2338.0,5.0,1.0,1.0,225508.0,Sold,13530.48
1073.0,5.0,3.0,3.0,205564.0,Sold,12333.84
4609.0,6.0,1.0,2.0,216343.0,Sold,12980.58
4089.0,3.0,2.0,3.0,189316.0,Sold,11358.96
2912.0,4.0,2.0,1.0,223167.0,Unsold,0.0
2685.0,4.0,1.0,3.0,205381.0,Sold,12322.86
1024.0,5.0,1.0,3.0,212233.0,Sold,12733.98
4951.0,5.0,2.0,2.0,215410.0,Sold,12924.6
1228.0,5.0,2.0,3.0,184321.0,Sold,11059.26
1197.0,4.0,2.0,3.0,177636.0,Unsold,0.0
1884.0,1.0,1.0,1.0,255496.0,Unsold,0.0
3208.0,2.0,1.0,3.0,225263.0,Sold,13515.78
3583.0,5.0,3.0,1.0,264575.0,Unsold,0.0
3243.0,2.0,2.0,2.0,224347.0,Unsold,0.0
